"","Viv1","Viv2","Viv3","Hfd1","Hfd2","Hfd3"
"ENSMUSG00000065946",0,0,0,0,0,0
"ENSMUSG00000083039",0,0,0,0,0,0
"ENSMUSG00000081643",540,353,433,488,490,485
"ENSMUSG00000025964",309,197,412,219,235,394
"ENSMUSG00000087823",0,0,0,0,0,0
"ENSMUSG00000069085",0,0,0,0,0,0
"ENSMUSG00000083066",0,0,0,0,0,1
"ENSMUSG00000025963",1,0,1,0,0,0
"ENSMUSG00000025962",459,289,335,333,353,351
"ENSMUSG00000025961",5,2,4,1,2,1
"ENSMUSG00000080817",0,0,0,0,0,0
"ENSMUSG00000082373",0,0,0,0,0,0
"ENSMUSG00000044689",0,1,0,0,0,0
"ENSMUSG00000025959",104,55,76,101,53,111
"ENSMUSG00000090886",0,0,0,0,0,0
"ENSMUSG00000086836",0,0,0,0,0,0
"ENSMUSG00000086721",479,331,387,331,321,375
"ENSMUSG00000093228",0,0,0,0,0,0
"ENSMUSG00000025958",590,380,505,373,347,421
"ENSMUSG00000025956",192,101,133,146,154,161
"ENSMUSG00000087213",20,12,20,21,30,30
"ENSMUSG00000070871",62,33,73,54,57,51
"ENSMUSG00000045005",206,126,261,83,110,148
"ENSMUSG00000051344",56,22,53,53,48,64
"ENSMUSG00000084416",1904,1313,1804,1177,1219,1217
"ENSMUSG00000077471",0,0,0,0,0,0
"ENSMUSG00000025955",0,0,0,0,0,0
"ENSMUSG00000090042",1,0,1,0,0,0
"ENSMUSG00000070870",0,0,0,0,0,0
"ENSMUSG00000067299",0,0,0,0,0,0
"ENSMUSG00000025952",0,0,0,0,0,0
"ENSMUSG00000073658",0,0,0,0,0,0
"ENSMUSG00000044429",0,0,0,0,0,0
"ENSMUSG00000044816",3,1,1,1,1,2
"ENSMUSG00000025950",14753,9172,10328,10023,10048,10510
"ENSMUSG00000025949",437,146,396,339,152,358
"ENSMUSG00000025946",0,0,0,0,0,0
"ENSMUSG00000082565",0,0,0,0,0,0
"ENSMUSG00000082774",131,82,137,73,114,109
"ENSMUSG00000025945",0,0,0,0,0,0
"ENSMUSG00000081623",0,0,0,1,2,0
"ENSMUSG00000083242",3,3,3,4,2,8
"ENSMUSG00000083289",43,59,50,39,50,33
"ENSMUSG00000015222",23,11,12,24,20,35
"ENSMUSG00000088850",0,0,0,0,0,0
"ENSMUSG00000073656",0,0,0,0,0,0
"ENSMUSG00000065694",0,0,0,0,0,0
"ENSMUSG00000055567",0,0,1,0,1,1
"ENSMUSG00000026005",846,552,687,595,613,680
"ENSMUSG00000026004",334,242,306,161,185,275
"ENSMUSG00000082057",0,0,0,0,0,0
"ENSMUSG00000026003",5291,3669,4266,4848,4771,4956
"ENSMUSG00000082769",223,172,206,127,144,126
"ENSMUSG00000089518",0,0,0,0,0,0
"ENSMUSG00000077328",0,0,0,0,0,0
"ENSMUSG00000061816",0,0,0,0,0,0
"ENSMUSG00000059999",114,97,98,93,78,84
"ENSMUSG00000082212",0,0,0,0,0,0
"ENSMUSG00000026000",506,314,573,307,331,348
"ENSMUSG00000025991",91751,55419,93924,32844,43710,43179
"ENSMUSG00000086204",0,0,0,0,0,0
"ENSMUSG00000077745",0,0,0,0,0,0
"ENSMUSG00000082473",0,0,0,0,0,0
"ENSMUSG00000093566",0,0,0,0,0,0
"ENSMUSG00000085075",0,0,0,0,0,0
"ENSMUSG00000093213",0,0,0,0,0,0
"ENSMUSG00000087329",0,0,0,0,0,0
"ENSMUSG00000062209",197,61,107,167,75,166
"ENSMUSG00000083795",0,0,0,0,0,0
"ENSMUSG00000080539",0,0,0,0,0,0
"ENSMUSG00000087514",0,0,0,0,0,0
"ENSMUSG00000084332",4,4,3,2,4,2
"ENSMUSG00000025997",8,5,2,5,5,7
"ENSMUSG00000053153",0,0,0,0,0,0
"ENSMUSG00000089345",0,0,0,0,0,0
"ENSMUSG00000080524",0,0,0,0,0,0
"ENSMUSG00000075952",0,0,0,0,0,0
"ENSMUSG00000045648",0,0,0,0,0,0
"ENSMUSG00000026196",5,3,9,7,6,5
"ENSMUSG00000089965",0,0,0,0,0,0
"ENSMUSG00000050296",0,0,0,0,0,0
"ENSMUSG00000026192",536,351,460,465,487,393
"ENSMUSG00000026193",28257,12335,20503,21974,25514,25256
"ENSMUSG00000073652",4,3,4,6,1,3
"ENSMUSG00000067744",103,75,104,78,82,81
"ENSMUSG00000060125",39,46,27,30,41,42
"ENSMUSG00000039395",1614,1081,918,687,727,968
"ENSMUSG00000075752",0,0,1,0,1,0
"ENSMUSG00000085769",96,45,79,32,35,67
"ENSMUSG00000093247",0,0,0,0,0,0
"ENSMUSG00000093111",1,0,0,1,0,0
"ENSMUSG00000093333",0,0,0,0,1,0
"ENSMUSG00000026189",5182,3240,4244,2865,3821,3714
"ENSMUSG00000026188",3,3,2,0,3,6
"ENSMUSG00000026187",709,401,457,527,531,534
"ENSMUSG00000039372",0,0,0,0,0,0
"ENSMUSG00000085812",73,59,59,43,55,60
"ENSMUSG00000039354",343,202,263,213,338,277
"ENSMUSG00000039342",0,0,1,0,0,0
"ENSMUSG00000046330",493,370,363,316,315,314
"ENSMUSG00000039323",5387,8664,5694,838,1578,1360
"ENSMUSG00000026185",173,110,152,73,166,103
"ENSMUSG00000026182",0,0,0,0,0,0
"ENSMUSG00000088666",0,0,0,0,0,0
"ENSMUSG00000055322",3235,1247,3419,2294,2590,3398
"ENSMUSG00000061815",5,4,2,36,47,46
"ENSMUSG00000026180",3,3,3,6,5,3
"ENSMUSG00000048480",0,0,1,0,0,2
"ENSMUSG00000087820",0,0,0,0,0,0
"ENSMUSG00000075767",0,0,0,0,0,0
"ENSMUSG00000006304",2793,1968,2408,2386,2495,2525
"ENSMUSG00000064272",0,0,0,0,0,0
"ENSMUSG00000006299",3319,2080,2809,2173,2631,2438
"ENSMUSG00000026179",3693,2014,2496,2341,2870,2863
"ENSMUSG00000006301",1163,621,942,826,902,988
"ENSMUSG00000073650",0,0,1,0,1,1
"ENSMUSG00000026177",201,143,198,209,194,171
"ENSMUSG00000026176",4343,2551,3779,3138,3461,3655
"ENSMUSG00000065468",1,0,0,0,0,1
"ENSMUSG00000026175",0,4,3,2,3,4
"ENSMUSG00000033364",247,133,161,182,152,190
"ENSMUSG00000026174",474,260,391,415,375,403
"ENSMUSG00000026173",2,2,0,2,0,0
"ENSMUSG00000026135",169,64,137,94,78,117
"ENSMUSG00000093155",0,0,0,0,0,0
"ENSMUSG00000026172",379,174,330,232,268,239
"ENSMUSG00000026171",297,195,254,215,275,244
"ENSMUSG00000033276",15,10,12,7,13,10
"ENSMUSG00000033257",505,280,568,307,314,384
"ENSMUSG00000026170",10310,7707,9829,4517,5882,5928
"ENSMUSG00000006542",5,1,2,2,3,2
"ENSMUSG00000033227",0,0,0,0,3,0
"ENSMUSG00000026167",0,0,1,0,1,1
"ENSMUSG00000089964",0,0,0,0,0,0
"ENSMUSG00000090071",0,0,0,0,0,0
"ENSMUSG00000055197",0,0,0,0,1,0
"ENSMUSG00000006546",0,0,0,0,0,0
"ENSMUSG00000065616",0,0,0,0,0,0
"ENSMUSG00000047021",0,0,0,0,0,0
"ENSMUSG00000089653",0,0,0,0,0,0
"ENSMUSG00000006538",13,9,17,27,46,24
"ENSMUSG00000026162",88,54,57,69,99,103
"ENSMUSG00000026205",4,0,0,2,2,2
"ENSMUSG00000033159",1045,769,1380,948,951,1012
"ENSMUSG00000049339",4745,3180,4447,3410,3908,3969
"ENSMUSG00000026197",598,395,582,389,495,438
"ENSMUSG00000026198",2105,1374,1907,1458,1602,1623
"ENSMUSG00000033124",1805,985,1688,1020,1235,1166
"ENSMUSG00000026199",377,224,321,196,218,253
"ENSMUSG00000026200",63,29,46,81,40,62
"ENSMUSG00000026201",1965,1209,1581,1339,1556,1548
"ENSMUSG00000026202",4509,3157,3562,2220,3890,2850
"ENSMUSG00000026203",876,511,740,629,568,557
"ENSMUSG00000026204",3,1,3,1,1,5
"ENSMUSG00000033061",0,0,0,0,0,0
"ENSMUSG00000026209",1287,688,940,863,1142,893
"ENSMUSG00000026208",76,51,52,79,129,103
"ENSMUSG00000085653",0,0,0,0,0,0
"ENSMUSG00000026207",18,14,10,21,19,21
"ENSMUSG00000086053",0,0,0,0,0,0
"ENSMUSG00000033021",652,321,397,437,632,522
"ENSMUSG00000033007",0,0,0,0,0,0
"ENSMUSG00000032997",50,20,27,53,65,63
"ENSMUSG00000026211",10,11,9,24,46,24
"ENSMUSG00000051703",1,1,2,1,1,4
"ENSMUSG00000032968",1,1,0,3,2,1
"ENSMUSG00000082745",0,0,0,0,0,0
"ENSMUSG00000026213",172,112,143,155,183,166
"ENSMUSG00000082059",0,0,0,0,0,0
"ENSMUSG00000006576",6,5,1,5,12,9
"ENSMUSG00000083244",0,0,0,0,0,0
"ENSMUSG00000082528",1,1,0,0,0,0
"ENSMUSG00000082012",91,64,49,42,51,52
"ENSMUSG00000089326",0,0,0,0,0,0
"ENSMUSG00000026235",4,0,2,9,8,14
"ENSMUSG00000065215",0,0,0,0,0,0
"ENSMUSG00000004872",0,0,0,0,0,0
"ENSMUSG00000032908",1,4,3,2,2,5
"ENSMUSG00000026245",884,584,733,640,806,725
"ENSMUSG00000090486",2,2,0,2,4,8
"ENSMUSG00000012187",62,14,20,210,173,218
"ENSMUSG00000032883",1024,557,391,982,615,757
"ENSMUSG00000079470",221,68,56,129,48,77
"ENSMUSG00000047330",7,0,3,14,8,12
"ENSMUSG00000072978",111,56,80,81,71,101
"ENSMUSG00000050711",2,0,0,0,2,0
"ENSMUSG00000077782",0,0,0,0,0,0
"ENSMUSG00000054702",12,3,5,9,2,6
"ENSMUSG00000073643",814,509,811,777,651,795
"ENSMUSG00000026248",605,392,495,391,453,444
"ENSMUSG00000026249",730,587,1164,164,301,251
"ENSMUSG00000067106",1179,680,918,1123,978,1055
"ENSMUSG00000064589",0,0,0,0,0,0
"ENSMUSG00000043230",0,0,0,0,0,0
"ENSMUSG00000004364",1765,1217,1696,1360,1314,1575
"ENSMUSG00000090637",13,10,10,6,18,9
"ENSMUSG00000038608",162,64,106,166,113,163
"ENSMUSG00000054976",0,0,0,0,0,0
"ENSMUSG00000087008",50,47,64,111,100,106
"ENSMUSG00000055980",449,275,388,209,179,248
"ENSMUSG00000022591",0,0,0,0,0,0
"ENSMUSG00000026142",600,295,497,421,484,548
"ENSMUSG00000080388",0,0,0,0,0,0
"ENSMUSG00000067158",12,0,9,1,3,13
"ENSMUSG00000079465",21,15,20,6,7,4
"ENSMUSG00000065055",0,0,0,0,0,0
"ENSMUSG00000085879",21,14,14,14,18,14
"ENSMUSG00000026150",699,519,580,573,618,634
"ENSMUSG00000026149",0,0,0,0,0,0
"ENSMUSG00000093782",0,0,0,0,0,0
"ENSMUSG00000026159",441,257,383,399,317,376
"ENSMUSG00000038496",3,1,0,8,7,1
"ENSMUSG00000026166",1,0,0,0,0,0
"ENSMUSG00000053161",0,0,0,0,0,0
"ENSMUSG00000084443",0,0,0,0,0,0
"ENSMUSG00000026163",0,0,0,0,0,0
"ENSMUSG00000079140",65,43,44,46,60,56
"ENSMUSG00000080572",0,0,0,0,0,0
"ENSMUSG00000077736",0,0,0,0,0,0
"ENSMUSG00000045658",3356,2063,2751,1910,2360,2531
"ENSMUSG00000036766",1,0,0,0,1,0
"ENSMUSG00000093254",0,0,0,0,0,0
"ENSMUSG00000026219",3204,1929,3155,2467,2187,2735
"ENSMUSG00000073633",124,63,86,79,70,69
"ENSMUSG00000026220",0,0,0,0,0,0
"ENSMUSG00000073632",10,3,5,6,8,11
"ENSMUSG00000052477",6,7,6,6,5,5
"ENSMUSG00000064281",966,661,710,672,690,770
"ENSMUSG00000061852",1,4,5,2,5,11
"ENSMUSG00000089976",4,4,5,1,3,4
"ENSMUSG00000089844",23,20,31,24,22,45
"ENSMUSG00000073631",0,0,0,0,0,0
"ENSMUSG00000072109",4,0,2,3,2,0
"ENSMUSG00000090128",1,0,0,0,0,0
"ENSMUSG00000089763",1,0,3,2,3,1
"ENSMUSG00000089716",13,13,18,11,20,24
"ENSMUSG00000079457",13,11,20,12,14,18
"ENSMUSG00000090252",0,0,0,1,0,0
"ENSMUSG00000079455",4,2,3,5,4,8
"ENSMUSG00000091199",3,6,6,7,4,18
"ENSMUSG00000089652",4,4,9,5,2,6
"ENSMUSG00000089937",10,6,11,2,4,4
"ENSMUSG00000090189",4,3,7,2,3,9
"ENSMUSG00000089714",8,5,6,2,4,4
"ENSMUSG00000090186",11,8,16,15,10,18
"ENSMUSG00000070034",18,17,25,40,23,25
"ENSMUSG00000090103",0,0,1,0,0,0
"ENSMUSG00000070031",31,20,46,26,33,37
"ENSMUSG00000073628",1,0,0,3,0,0
"ENSMUSG00000090246",0,1,1,0,0,2
"ENSMUSG00000026222",189,114,171,217,235,258
"ENSMUSG00000064414",0,0,0,0,0,0
"ENSMUSG00000052760",12,5,2,16,13,7
"ENSMUSG00000092640",0,0,0,0,0,0
"ENSMUSG00000092932",0,0,0,0,0,0
"ENSMUSG00000036707",1892,1150,1661,1540,1457,1756
"ENSMUSG00000026223",686,494,661,898,1076,910
"ENSMUSG00000026224",0,0,0,0,0,1
"ENSMUSG00000049608",4,1,3,1,4,1
"ENSMUSG00000026226",3,1,2,0,2,0
"ENSMUSG00000026227",2062,1379,1965,1047,1432,1233
"ENSMUSG00000026229",3467,2278,2828,2648,2816,2707
"ENSMUSG00000077274",0,0,0,0,0,0
"ENSMUSG00000026228",1,0,0,0,0,1
"ENSMUSG00000062590",195,79,105,128,152,164
"ENSMUSG00000087538",0,0,0,0,0,1
"ENSMUSG00000079445",0,0,1,1,0,0
"ENSMUSG00000091806",0,0,0,0,0,0
"ENSMUSG00000026234",4598,2746,3139,3177,3823,3531
"ENSMUSG00000064837",0,1,1,0,0,1
"ENSMUSG00000064696",1,0,0,0,1,0
"ENSMUSG00000064823",0,1,1,0,0,1
"ENSMUSG00000073627",3,1,0,3,2,3
"ENSMUSG00000026237",0,0,0,0,0,0
"ENSMUSG00000036574",0,0,0,0,0,0
"ENSMUSG00000067125",13,16,20,7,16,13
"ENSMUSG00000026238",1347,962,1022,1094,1292,1282
"ENSMUSG00000026239",148,99,104,133,130,122
"ENSMUSG00000026240",232,171,167,141,191,178
"ENSMUSG00000084468",0,0,0,0,0,0
"ENSMUSG00000026241",0,0,0,1,0,0
"ENSMUSG00000053333",370,209,332,267,296,251
"ENSMUSG00000084106",1323,1056,1221,912,1045,1051
"ENSMUSG00000026246",0,0,0,0,0,0
"ENSMUSG00000079440",0,0,0,0,0,0
"ENSMUSG00000036500",0,0,0,0,1,0
"ENSMUSG00000026247",0,0,0,1,0,0
"ENSMUSG00000036480",0,0,0,0,0,0
"ENSMUSG00000026251",0,0,0,0,0,0
"ENSMUSG00000026253",0,0,0,0,0,0
"ENSMUSG00000026254",1139,721,981,886,964,952
"ENSMUSG00000088318",0,0,0,0,0,0
"ENSMUSG00000026255",6,2,2,1,2,4
"ENSMUSG00000089821",0,0,0,0,0,0
"ENSMUSG00000048000",1143,661,1099,753,792,980
"ENSMUSG00000065334",0,0,0,0,0,0
"ENSMUSG00000079436",0,0,0,0,0,0
"ENSMUSG00000089613",0,0,0,0,0,0
"ENSMUSG00000026258",0,0,0,0,0,0
"ENSMUSG00000026259",520,339,671,315,375,378
"ENSMUSG00000079434",64,37,41,36,54,59
"ENSMUSG00000091123",41,19,28,27,25,27
"ENSMUSG00000090994",50,27,19,17,32,26
"ENSMUSG00000026288",127,65,97,130,147,130
"ENSMUSG00000026289",782,531,658,514,543,565
"ENSMUSG00000087968",0,3,0,1,1,0
"ENSMUSG00000089281",1,0,0,0,0,0
"ENSMUSG00000073623",0,1,0,0,0,0
"ENSMUSG00000056055",0,3,0,0,3,0
"ENSMUSG00000070738",528,327,594,497,479,571
"ENSMUSG00000005501",794,513,626,725,573,778
"ENSMUSG00000077075",0,0,0,0,0,0
"ENSMUSG00000084021",60,27,51,28,47,39
"ENSMUSG00000083478",3,4,2,4,2,1
"ENSMUSG00000090165",20,10,16,15,10,13
"ENSMUSG00000092220",0,0,0,0,0,0
"ENSMUSG00000090175",301,282,281,593,291,392
"ENSMUSG00000089675",1,0,0,1,1,4
"ENSMUSG00000090124",8,5,10,7,6,5
"ENSMUSG00000082837",0,0,0,0,0,1
"ENSMUSG00000054545",1194,709,1037,966,865,1104
"ENSMUSG00000090145",509,323,458,441,428,535
"ENSMUSG00000084195",2,1,1,3,3,1
"ENSMUSG00000081261",0,0,0,0,0,0
"ENSMUSG00000081602",0,0,0,0,0,0
"ENSMUSG00000082513",1,0,1,0,0,0
"ENSMUSG00000082677",1,0,1,0,0,0
"ENSMUSG00000089943",1157,277,559,827,341,478
"ENSMUSG00000081488",2,3,0,4,1,2
"ENSMUSG00000083277",2,1,0,0,0,1
"ENSMUSG00000090171",13,6,7,14,8,5
"ENSMUSG00000081984",1,0,2,3,1,1
"ENSMUSG00000089960",3006,1645,1964,1639,1711,1993
"ENSMUSG00000079429",163,87,169,104,128,120
"ENSMUSG00000044783",2916,1419,2883,1991,2096,2622
"ENSMUSG00000036251",2,1,1,0,4,2
"ENSMUSG00000085420",0,0,0,0,0,0
"ENSMUSG00000026295",2024,1628,1672,2268,2139,2003
"ENSMUSG00000062310",0,0,0,1,1,0
"ENSMUSG00000049866",49,49,65,68,76,79
"ENSMUSG00000036206",31,11,21,27,37,17
"ENSMUSG00000055013",224,111,224,171,246,223
"ENSMUSG00000088371",1,0,0,0,1,0
"ENSMUSG00000088775",0,0,0,0,0,0
"ENSMUSG00000034486",0,0,0,0,0,0
"ENSMUSG00000092627",0,0,0,0,0,0
"ENSMUSG00000067081",0,0,0,0,0,0
"ENSMUSG00000026301",0,0,0,0,0,0
"ENSMUSG00000044337",3,4,7,24,26,17
"ENSMUSG00000034432",713,417,532,452,600,532
"ENSMUSG00000056128",0,0,0,0,0,0
"ENSMUSG00000048126",73,50,85,175,256,221
"ENSMUSG00000026303",21,19,23,41,57,39
"ENSMUSG00000090550",0,0,0,0,0,0
"ENSMUSG00000026304",578,448,623,404,531,484
"ENSMUSG00000026305",847,506,830,676,572,741
"ENSMUSG00000070732",0,0,1,1,1,1
"ENSMUSG00000034353",59,45,41,95,93,86
"ENSMUSG00000034343",845,501,713,622,622,620
"ENSMUSG00000083064",101,59,79,72,69,91
"ENSMUSG00000091871",16,6,5,10,5,8
"ENSMUSG00000026307",2279,1457,1781,1669,1989,1850
"ENSMUSG00000090322",0,0,1,0,5,0
"ENSMUSG00000049515",2,1,1,0,1,2
"ENSMUSG00000026308",0,0,0,0,0,0
"ENSMUSG00000047443",9,3,6,1,4,0
"ENSMUSG00000026309",665,465,592,467,544,514
"ENSMUSG00000067071",1704,905,1501,738,957,641
"ENSMUSG00000055866",290,88,300,264,288,201
"ENSMUSG00000034292",179,87,158,131,130,122
"ENSMUSG00000026311",172,87,176,159,150,212
"ENSMUSG00000007805",2,1,1,1,0,0
"ENSMUSG00000073617",66,53,47,54,76,50
"ENSMUSG00000026313",105,56,92,93,58,88
"ENSMUSG00000079420",0,0,0,0,0,0
"ENSMUSG00000026260",3509,2101,2857,2781,3150,3121
"ENSMUSG00000067064",0,0,0,0,0,0
"ENSMUSG00000057464",0,0,0,0,0,0
"ENSMUSG00000042849",0,0,0,0,0,0
"ENSMUSG00000058904",0,0,0,0,0,0
"ENSMUSG00000046300",0,0,0,0,0,0
"ENSMUSG00000062497",0,0,0,0,0,0
"ENSMUSG00000063583",0,0,0,0,0,0
"ENSMUSG00000061616",0,0,0,0,0,0
"ENSMUSG00000073616",650,414,487,428,445,520
"ENSMUSG00000044055",0,0,0,1,0,0
"ENSMUSG00000034220",194,58,171,664,754,789
"ENSMUSG00000065470",0,0,0,0,0,0
"ENSMUSG00000034212",5,1,1,0,1,2
"ENSMUSG00000047067",211,132,172,145,182,198
"ENSMUSG00000091828",9,6,4,8,8,9
"ENSMUSG00000026269",1612,801,1209,1241,1451,1427
"ENSMUSG00000026270",654,320,381,447,361,398
"ENSMUSG00000026271",10,4,14,34,18,17
"ENSMUSG00000045091",0,0,0,0,0,0
"ENSMUSG00000014602",8,4,3,2,2,5
"ENSMUSG00000090847",0,0,0,0,0,0
"ENSMUSG00000026272",8885,5297,6362,2164,3529,2972
"ENSMUSG00000034159",0,1,2,6,10,1
"ENSMUSG00000084989",0,0,0,0,0,0
"ENSMUSG00000047793",275,144,224,132,130,170
"ENSMUSG00000026273",421,289,385,264,333,334
"ENSMUSG00000026274",21,11,14,14,14,14
"ENSMUSG00000026275",631,342,478,472,417,497
"ENSMUSG00000064389",0,0,1,0,0,0
"ENSMUSG00000034107",0,0,0,0,0,0
"ENSMUSG00000034088",12854,6543,11436,9230,10294,10591
"ENSMUSG00000090489",71,62,73,59,54,61
"ENSMUSG00000026276",2110,1218,1498,1557,1475,1566
"ENSMUSG00000034066",649,335,673,338,397,457
"ENSMUSG00000026277",1059,716,926,845,881,822
"ENSMUSG00000093284",0,0,0,0,0,0
"ENSMUSG00000026278",262,189,281,222,252,229
"ENSMUSG00000026279",381,226,315,269,373,292
"ENSMUSG00000026280",818,441,670,484,597,587
"ENSMUSG00000026281",411,224,296,297,309,290
"ENSMUSG00000026283",240,173,296,165,185,254
"ENSMUSG00000088961",0,0,0,0,0,0
"ENSMUSG00000073609",602,362,557,451,462,497
"ENSMUSG00000034005",0,0,0,0,0,1
"ENSMUSG00000056307",0,0,0,0,0,0
"ENSMUSG00000091067",7,4,9,17,1,4
"ENSMUSG00000073608",0,0,1,0,0,0
"ENSMUSG00000034000",0,0,0,0,0,0
"ENSMUSG00000026285",0,0,1,2,3,7
"ENSMUSG00000091447",0,0,0,0,0,0
"ENSMUSG00000077413",0,0,0,0,0,0
"ENSMUSG00000089310",0,0,0,0,0,0
"ENSMUSG00000051185",325,218,268,285,283,297
"ENSMUSG00000081051",1548,1193,1360,1074,1100,1066
"ENSMUSG00000088333",0,0,0,0,0,0
"ENSMUSG00000040710",20,13,19,44,30,39
"ENSMUSG00000065342",9,6,2,4,1,7
"ENSMUSG00000077860",0,0,0,0,0,0
"ENSMUSG00000077014",0,0,0,0,0,0
"ENSMUSG00000064461",0,0,0,0,0,0
"ENSMUSG00000077255",0,0,0,0,0,0
"ENSMUSG00000040693",0,0,1,0,0,0
"ENSMUSG00000092052",0,0,1,0,0,2
"ENSMUSG00000090974",0,0,0,0,0,0
"ENSMUSG00000045463",0,0,0,0,0,0
"ENSMUSG00000044757",771,440,578,491,552,550
"ENSMUSG00000026331",0,0,0,0,0,0
"ENSMUSG00000044768",249,142,338,286,355,285
"ENSMUSG00000040648",1430,816,1571,1197,1077,1435
"ENSMUSG00000026333",164,176,304,173,195,233
"ENSMUSG00000026335",421,282,327,818,885,830
"ENSMUSG00000089169",0,0,0,0,0,0
"ENSMUSG00000089782",1034,779,897,672,784,794
"ENSMUSG00000089706",0,0,0,2,0,2
"ENSMUSG00000065921",0,0,0,0,0,0
"ENSMUSG00000026336",0,0,0,0,0,0
"ENSMUSG00000089791",98,41,46,88,62,63
"ENSMUSG00000077048",0,0,0,0,0,0
"ENSMUSG00000087804",0,0,0,0,0,0
"ENSMUSG00000067028",0,0,0,0,0,0
"ENSMUSG00000082431",331,228,319,291,311,283
"ENSMUSG00000087883",0,0,0,0,0,0
"ENSMUSG00000077039",0,0,0,0,0,0
"ENSMUSG00000077295",0,0,0,0,0,0
"ENSMUSG00000088510",0,0,0,0,0,0
"ENSMUSG00000087908",0,0,0,0,0,0
"ENSMUSG00000088594",0,0,0,0,0,0
"ENSMUSG00000088161",0,0,0,0,0,0
"ENSMUSG00000080661",0,0,0,0,0,0
"ENSMUSG00000050840",0,0,0,0,0,0
"ENSMUSG00000084704",0,0,0,0,0,0
"ENSMUSG00000089332",0,0,0,0,0,0
"ENSMUSG00000089866",0,0,0,0,0,0
"ENSMUSG00000047496",527,329,471,421,403,652
"ENSMUSG00000090759",43,21,26,26,38,39
"ENSMUSG00000067017",210,124,146,120,120,128
"ENSMUSG00000056536",228,125,173,218,121,233
"ENSMUSG00000076999",83,70,65,40,59,48
"ENSMUSG00000026319",501,346,370,343,363,422
"ENSMUSG00000067015",199,105,158,116,126,178
"ENSMUSG00000026321",19,10,23,30,29,29
"ENSMUSG00000089206",0,0,0,0,0,0
"ENSMUSG00000038866",816,482,809,492,429,616
"ENSMUSG00000044340",692,435,661,485,457,569
"ENSMUSG00000057329",39,32,30,43,40,52
"ENSMUSG00000054006",0,0,0,0,0,0
"ENSMUSG00000009905",523,370,390,634,657,786
"ENSMUSG00000009907",1721,1084,1348,1298,1336,1528
"ENSMUSG00000067006",1,0,0,0,0,0
"ENSMUSG00000083613",0,0,1,0,0,0
"ENSMUSG00000059956",0,0,0,1,0,0
"ENSMUSG00000048775",0,0,0,0,0,0
"ENSMUSG00000084228",0,0,0,0,0,0
"ENSMUSG00000044594",0,0,0,0,0,0
"ENSMUSG00000058017",0,0,0,0,0,0
"ENSMUSG00000083884",0,0,0,0,0,0
"ENSMUSG00000073602",0,0,0,0,0,0
"ENSMUSG00000080729",0,0,0,0,0,0
"ENSMUSG00000081114",11,8,5,5,3,4
"ENSMUSG00000073601",0,0,0,0,0,0
"ENSMUSG00000084189",0,0,0,0,0,0
"ENSMUSG00000026327",0,0,0,0,0,0
"ENSMUSG00000087210",0,0,0,0,0,0
"ENSMUSG00000067001",3,5,2,0,1,0
"ENSMUSG00000089278",0,0,0,0,0,0
"ENSMUSG00000062345",1,0,0,0,0,0
"ENSMUSG00000092572",0,1,0,3,2,1
"ENSMUSG00000026315",102,32,70,220,140,143
"ENSMUSG00000086161",0,0,0,0,0,0
"ENSMUSG00000064683",0,0,0,0,0,1
"ENSMUSG00000077237",0,0,0,0,0,0
"ENSMUSG00000089037",0,0,0,0,0,0
"ENSMUSG00000084741",0,0,0,0,0,0
"ENSMUSG00000026312",0,0,0,0,0,0
"ENSMUSG00000047216",13,0,4,0,1,4
"ENSMUSG00000038702",16,16,21,29,23,41
"ENSMUSG00000088691",0,0,0,0,0,0
"ENSMUSG00000084546",0,0,0,0,0,0
"ENSMUSG00000086520",0,0,0,0,0,0
"ENSMUSG00000070695",0,0,0,0,0,0
"ENSMUSG00000092948",0,0,0,0,0,0
"ENSMUSG00000065865",0,0,0,0,0,0
"ENSMUSG00000026374",1145,679,850,840,945,962
"ENSMUSG00000026377",714,432,473,453,526,478
"ENSMUSG00000064302",404,200,369,363,302,393
"ENSMUSG00000077257",0,0,0,0,0,0
"ENSMUSG00000073596",0,0,0,0,0,0
"ENSMUSG00000080542",0,0,0,0,0,0
"ENSMUSG00000079361",0,0,0,0,0,0
"ENSMUSG00000026380",239,109,108,173,136,166
"ENSMUSG00000089601",0,0,0,0,0,0
"ENSMUSG00000088363",0,0,0,0,0,0
"ENSMUSG00000048402",1,1,0,0,0,1
"ENSMUSG00000037035",79,23,42,111,79,65
"ENSMUSG00000004451",298,176,239,321,323,322
"ENSMUSG00000037015",159,94,151,174,159,187
"ENSMUSG00000084505",0,0,0,0,0,0
"ENSMUSG00000026383",939,655,917,573,649,671
"ENSMUSG00000026384",125,43,127,112,54,128
"ENSMUSG00000091876",26,13,16,8,12,22
"ENSMUSG00000090277",0,0,0,0,0,0
"ENSMUSG00000036975",190,121,209,193,207,203
"ENSMUSG00000036962",0,0,0,0,0,0
"ENSMUSG00000092245",0,0,0,0,0,0
"ENSMUSG00000026387",1,0,0,0,2,0
"ENSMUSG00000050777",1310,863,948,916,978,959
"ENSMUSG00000026385",16461,9009,11923,11988,11800,12830
"ENSMUSG00000026388",8,4,8,4,9,13
"ENSMUSG00000026389",638,357,400,299,431,407
"ENSMUSG00000036907",0,0,0,0,0,0
"ENSMUSG00000026390",920,310,316,488,211,111
"ENSMUSG00000058665",0,0,0,0,0,0
